"state","district","party","gender","nameid","icpsr.id","missingVotes","idealPoint","lo","up","label","indx","firstnm","lastnm"
"OK","4","R","M","C001053","20344",52,0.632990872795283,0.532514747728092,0.735292611367542,"Cole (R OK-4)",242,"Tom","Cole"
"IL","18","R","M","S001179", ,60,0.637648434528823,0.536919658076091,0.736497402479309,"Schock (R IL-18)",243,"Aaron","Schock"
"KY","5","R","M","R000395","14854",42,0.640560217368497,0.532805833951194,0.739953634192738,"Rogers (R KY-5)",244,"Harold","Rogers"
"MO","8","R","F","E000172","29736",1109,0.644605181329021,0.183575501199595,1.1648751911375,"Emerson (R MO-8)",245,"Jo Ann","Emerson"
"ID","2","R","M","S001148","29910",29,0.646476104405241,0.542015699663628,0.749230929316822,"Simpson (R ID-2)",246,"Mike","Simpson"
"CA","25","R","M","M000508","29315",40,0.647723832794589,0.551933268255237,0.756923394358872,"McKeon (R CA-25)",247,"Howard","McKeon"
"GA","10","R","M","B001262","20753",37,0.653747183135952,0.551536002165324,0.744010509383018,"Broun (R GA-10)",248,"Paul","Broun"
"VA","9","R","M","G000568", ,12,0.654723233309493,0.559665107921657,0.757626268802431,"Griffith (R VA-9)",249,"Morgan","Griffith"
"OH","15","R","M","S001187", ,32,0.6553710374045,0.54793721390915,0.75888833221264,"Stivers (R OH-15)",250,"Steve","Stivers"
"MI","3","R","M","A000367", ,4,0.656681655501878,0.557438754673579,0.756235760838625,"Amash (R MI-3)",251,"Justin","Amash"
"CA","31","R","M","M001139","29905",365,0.659544299219576,0.547176692160745,0.770981576075398,"Miller (R CA-31)",252,"Gary","Miller"
"CA","42","R","M","C000059","29323",17,0.660590220227734,0.554238541080003,0.761479348039469,"Calvert (R CA-42)",253,"Ken","Calvert"
"KY","1","R","M","W000413","29525",47,0.667602610252253,0.560374197833728,0.770048672617539,"Whitfield (R KY-1)",254,"Edward","Whitfield"
"OH","8","R","M","B000589","15806",1096,0.667954543533189,0.40219058108453,0.975657001766592,"Boehner (R OH-8)",255,"John","Boehner"
"OR","2","R","M","W000791","29932",15,0.676384660658305,0.57064650105913,0.777485912886871,"Walden (R OR-2)",256,"Greg","Walden"
"WA","4","R","M","H000329","29580",23,0.68081286097462,0.581332482567452,0.78835619468422,"Hastings (R WA-4)",257,"Doc","Hastings"
"MI","6","R","M","U000031","15446",23,0.687583652136814,0.580746256111992,0.792226893259048,"Upton (R MI-6)",258,"Fred","Upton"
"FL","13","R","M","Y000031","13047",748,0.688101705420963,0.531951820545359,0.825867250476916,"Young (R FL-13)",259,"C. W. Bill","Young"
"AL","6","R","M","B000013","29301",26,0.68819747384616,0.579906844223676,0.789875165696957,"Bachus (R AL-6)",260,"Spencer","Bachus"
"NE","2","R","M","T000459","29921",10,0.689154665755373,0.585659219166057,0.789670574531519,"Terry (R NE-2)",261,"Lee","Terry"
"KY","4","R","M","M001184", ,5,0.691771688887137,0.587208612116603,0.792333954650607,"Massie (R KY-4)",262,"Thomas","Massie"
"OK","3","R","M","L000491","29393",23,0.694036614020369,0.583642495198651,0.795384543124749,"Lucas (R OK-3)",263,"Frank","Lucas"
"FL","8","R","M","P000599", ,8,0.698369830747558,0.592531427475007,0.794862853222021,"Posey (R FL-8)",264,"Bill","Posey"
"AL","2","R","F","R000591", ,13,0.700673625915998,0.585162578876476,0.800036383226509,"Roby (R AL-2)",265,"Martha","Roby"
"CO","6","R","M","C001077", ,11,0.700976033234099,0.593123835000397,0.797315737721012,"Coffman (R CO-6)",266,"Mike","Coffman"
"MS","3","R","M","H001045", ,25,0.705026516245715,0.605332701874847,0.809337562797433,"Harper (R MS-3)",267,"Gregg","Harper"
"ND","1","R","M","C001096", ,63,0.708729552068128,0.600619567411391,0.812184996375139,"Cramer (R ND-1)",268,"Kevin","Cramer"
"OH","16","R","M","R000586", ,10,0.71208742766737,0.60748369333938,0.822109042928537,"Renacci (R OH-16)",269,"Jim","Renacci"
"AR","1","R","M","C001087", ,84,0.715712583345416,0.608786636370245,0.822522537948072,"Crawford (R AR-1)",270,"Rick","Crawford"
"PA","10","R","M","M001179", ,21,0.716836650413236,0.612185969982833,0.823036282891422,"Marino (R PA-10)",271,"Tom","Marino"
"PA","18","R","M","M001151","20346",17,0.719541682758381,0.611867050987914,0.825254622434909,"Murphy (R PA-18)",272,"Tim","Murphy"
"SC","1","R","M","S000051","29565",163,0.721631074787733,0.617556524018342,0.826660815975134,"Sanford (R SC-1)",273,"Mark","Sanford"
"FL","16","R","M","B001260","20709",51,0.728162467902632,0.625479206940831,0.836855805502413,"Buchanan (R FL-16)",274,"Vern","Buchanan"
"AR","3","R","M","W000809", ,3,0.72943202715069,0.616739565253598,0.833717312382996,"Womack (R AR-3)",275,"Steve","Womack"
"MI","1","R","M","B001271", ,38,0.729436154674899,0.619181445744591,0.833561903010985,"Benishek (R MI-1)",276,"Dan","Benishek"
"NV","2","R","M","A000369", ,100,0.72988327759879,0.620085698796555,0.836958179916783,"Amodei (R NV-2)",277,"Mark","Amodei"
"FL","17","R","M","R000583", ,22,0.730776601832913,0.633489460970151,0.842970567749268,"Rooney (R FL-17)",278,"Tom","Rooney"
"AL","1","R","M","B001244","20300",708,0.730935661403898,0.595434655050949,0.878603634321351,"Bonner (R AL-1)",279,"Jo","Bonner"
"VA","4","R","M","F000445","20143",26,0.731702505822979,0.613806472715674,0.831736529724417,"Forbes (R VA-4)",280,"J.","Forbes"
"CA","22","R","M","N000181","20307",33,0.741828689097571,0.64137487760247,0.856549198171062,"Nunes (R CA-22)",281,"Devin","Nunes"
"OH","12","R","M","T000462","20130",33,0.742126464306709,0.635914697648872,0.852166269826287,"Tiberi (R OH-12)",282,"Pat","Tiberi"
"PA","3","R","M","K000376", ,8,0.745869283332144,0.646620652016589,0.867847141237608,"Kelly (R PA-3)",283,"Mike","Kelly"
"CA","48","R","M","R000409","15621",90,0.748153749362122,0.647432965664541,0.863324485793101,"Rohrabacher (R CA-48)",284,"Dana","Rohrabacher"
"VA","2","R","M","R000589", ,19,0.749108901813076,0.639558347044532,0.853565263480397,"Rigell (R VA-2)",285,"Scott","Rigell"
"NY","27","R","M","C001092", ,26,0.752976067671323,0.644086065766528,0.859153699940131,"Collins (R NY-27)",286,"Chris","Collins"
"PA","9","R","M","S001154","20134",53,0.753015529423311,0.650774246170094,0.866045304062116,"Shuster (R PA-9)",287,"Bill","Shuster"
"NC","2","R","F","E000291", ,21,0.754413285925593,0.638729286583925,0.857588312089973,"Ellmers (R NC-2)",288,"Renee","Ellmers"
"CO","4","R","M","G000562", ,22,0.760374417307199,0.659122013066924,0.877165983089542,"Gardner (R CO-4)",289,"Cory","Gardner"
"AR","2","R","M","G000567", ,28,0.764282021808406,0.654813716917825,0.875226298797946,"Griffin (R AR-2)",290,"Tim","Griffin"
"WI","6","R","M","P000265","14675",9,0.766379840397059,0.654577072015141,0.872206477220445,"Petri (R WI-6)",291,"Tom","Petri"
"AL","4","R","M","A000055","29701",92,0.767898095219396,0.656864551573928,0.883018962652332,"Aderholt (R AL-4)",292,"Robert","Aderholt"
"FL","10","R","M","W000806", ,42,0.776540518670982,0.65717640383259,0.884496756503006,"Webster (R FL-10)",293,"Daniel","Webster"
"TX","7","R","M","C001048","20139",120,0.777480793039531,0.672094903561265,0.894019128420652,"Culberson (R TX-7)",294,"John","Culberson"
"MI","8","R","M","R000572","20120",80,0.784325190871494,0.677238941899445,0.901088019039144,"Rogers (R MI-8)",295,"Mike","Rogers"
"LA","5","R","M","M001192","",657,0.785628535117893,0.643373574013196,0.917619448551154,"McAllister (R LA-5)",296,"Vance","McAllister"
"LA","6","R","M","C001075", ,49,0.787684362371357,0.670594306944041,0.895922100545829,"Cassidy (R LA-6)",297,"Bill","Cassidy"
"MI","4","R","M","C000071","29124",23,0.790785864934687,0.675974407625082,0.897267229205919,"Camp (R MI-4)",298,"Dave","Camp"
"SD","1","R","F","N000184", ,58,0.791357161133804,0.684546143367917,0.905962572130674,"Noem (R SD-1)",299,"Kristi","Noem"
"MN","3","R","M","P000594", ,7,0.791886689786573,0.679719408504718,0.898446799947187,"Paulsen (R MN-3)",300,"Erik","Paulsen"
"CO","3","R","M","T000470", ,36,0.795385159263668,0.684994608356211,0.90840093817467,"Tipton (R CO-3)",301,"Scott","Tipton"
"CA","23","R","M","M001165","20703",4,0.795923360182962,0.678316558129187,0.908405424401548,"McCarthy (R CA-23)",302,"Kevin","McCarthy"
"TX","36","R", ,"S000937","29570",69,0.796779303690884,0.685707970143594,0.903114053122302,"Stockman (R TX-36)",303,"Steve","Stockman"
"NM","2","R","M","P000588","20337",19,0.798804635009259,0.691739814792735,0.910868966321284,"Pearce (R NM-2)",304,"Steve","Pearce"
"IL","6","R","M","R000580","20715",19,0.799236783363699,0.682559068678897,0.903892414856286,"Roskam (R IL-6)",305,"Peter","Roskam"
"VA","1","R","M","W000804","20756",9,0.799754637817495,0.681349414629243,0.900665902140121,"Wittman (R VA-1)",306,"Robert","Wittman"
"IN","2","R","F","W000813", ,13,0.813023673081182,0.706923027583835,0.930149344522934,"Walorski (R IN-2)",307,"Jackie","Walorski"
